Label, F1,F2, F3, F4, F5, F6, F7, F8, F9, F10, F11, F12, F13
e,0.707106781,0.707106781,164.0548689,0.776777687,131.0343466,0.892895664,-0.450263626,392.035966,8.930836592,10.25313478,5.18393832,5.635555556,719
f,0,-1,215.5945268,1.088478688,49.81967483,0.18065152,0.983547166,482.2025735,-1.570796327,12.66275628,4.972041344,2.031111111,1000
f,-0.554700196,-0.832050294,190.5177157,1.114190855,66.06814664,-0.045407661,0.99896854,396.7821114,2.22E-16,12.65551661,7.918961917,3.137777778,687
f,-0.554700196,-0.832050294,140.8012784,0.931556556,31.6227766,0.316227766,0.948683298,299.9396238,-0.785398163,14.97442805,9.683957226,2.08,766
f,-0.447213595,-0.894427191,169.0266251,0.945044833,56.72741841,-0.652241915,0.758010874,328.0410302,-3.141592654,12.29814905,5.824112998,2.777777778,781
f,0,-1,158.8080602,1.028217003,47.67598976,0.167799348,0.98582117,342.7121861,-1.570796327,9.644505991,5.996147956,4.78515625,766
f,0,-1,185.8090418,1.058993205,85.47514259,-0.10529377,0.994441161,364.4034545,-1.570796327,10.91547595,4.166197511,2.8828125,828
f,0.707106781,-0.707106781,164.2010962,1.137112499,65.06919394,-0.046104767,0.99893661,334.8477273,3.89E-16,15.77493275,9.830211958,2.08203125,843
f,-0.707106781,-0.707106781,134.0335779,0.949679538,57.00877125,-0.263117406,0.964763821,255.2052837,-2.35619449,11.37857306,5.648021777,2.671111111,890
f,0,-1,157.8480282,1.180878463,34.92849839,0.229039334,0.973417168,324.6459221,-4.71238898,12.47947955,10.57525758,9.462222222,688
f,-0.894427191,-0.447213595,198.403629,1.316038024,113.0176977,-0.017696343,0.999843407,331.2233828,-0.785398163,12.76128825,8.335951429,10.22265625,625
f,-0.813733471,-0.581238194,174.837067,0.947887273,78.23681998,-0.575176752,0.818029158,315.4066921,-5.662935821,12.54616997,14.62631694,4.9765625,719
f,-1,0,186.0107524,1.276249944,112.3610253,0.080098949,0.996786917,318.0026694,-3.141592654,8.457262904,3.964284885,7.582222222,609
f,-0.447213595,-0.894427191,164.3958637,1.164307098,84.40379138,-0.23695618,0.971520339,279.8224544,-1.570796327,14.43453989,9.138087047,3.75390625,718
f,0,-1,174.9285568,1.183920609,61.20457499,0.081693239,0.996657521,345.0752976,-1.570796327,13.66278157,5.903001534,2.9453125,891
f,-0.707106781,-0.707106781,219.0456573,1.04995146,93.77099765,-0.127971338,0.991777867,446.5070805,-2.35619449,11.4216521,4.678440057,3.078125,860
f,0,-1,54.62600113,1.156289452,17.08800749,-0.351123442,0.936329178,105.4318136,-1.570796327,12.03386652,8.934533903,0.448888889,671
f,0,-1,169.4992625,1.099233316,31.38470965,-0.382351793,0.924016832,349.7072091,-1.107148718,10.88750906,4.228353711,3.24,750
f,0,-1,185.5262785,1.375514929,2.828427125,0.707106781,-0.707106781,402.3859144,7.853981634,15.49169539,11.49853007,3.311111111,984
f,0.948683298,-0.316227766,341.287269,1.270358578,18.78829423,0.904818702,0.425797036,713.9881635,7.068583471,11.34498442,7.402701636,13.33777778,828
f,0.8,-0.6,202,1.371459022,9.486832981,0.316227766,-0.948683298,442.0094374,9.424777961,13.56200294,10.41500043,4.88,968
g,-0.894427191,-0.447213595,170.3936619,1.115022571,89.18520057,0.504568019,0.863371944,409.2823474,-3.141592654,15.50830863,14.71034428,2.640625,1015
g,-0.707106781,-0.707106781,172.4093965,1.221529783,69.42621983,0.201652921,0.979457043,409.9620948,-1.570796327,21.91223552,24.15880863,4.515625,1203
g,-0.514495755,-0.857492926,177.7920133,1.22058371,65,0.246153846,0.969230769,405.1318304,-2.35619449,19.31228818,21.05205456,4.715555556,984
g,-0.196116135,-0.980580676,212.5323505,1.138717174,50.60632372,0.790415052,0.612571665,590.2308148,4.71238898,14.85470828,13.8045366,10.60444444,890
g,0,-1,167.2154299,1.03755619,69.83552105,0.486858256,0.873480989,406.7794142,-1.570796327,18.58365784,16.76968917,2.34765625,1078
g,0.707106781,-0.707106781,128.7050893,1.246588775,68.30812543,0.307430483,0.951570543,278.0271025,0.321750554,21.4041937,19.22494882,6.62890625,922
g,-0.948683298,-0.316227766,143.756739,1.054238645,41.59326869,0.889567018,0.456804685,399.4180969,2.677945045,20.00300436,27.10832237,8.97265625,891
g,-0.6,-0.8,151.6377262,1.127794751,65.30696747,0.428744452,0.90342581,368.4269932,-2.35619449,18.31759226,17.85151053,3.34765625,812
g,-0.832050294,-0.554700196,159.3988708,1.264917455,60.16643583,0.265928998,0.963992618,354.9266213,3.926990817,21.17238429,18.98898726,4.342222222,875
g,0,1,156.1697794,1.19028995,47.88527958,0.480314623,0.877096268,401.8699576,-3.141592654,19.09816942,15.97148155,8.515625,891
g,-0.980580676,-0.196116135,204.8462838,1.174878659,72.20110802,0.512457509,0.858712583,553.5091692,0.141897055,17.25211305,18.90199117,7.9765625,922
g,-0.868243142,-0.496138938,125.399362,1.007125204,32.89376841,-0.334409845,0.942427745,332.808684,-0.785398163,19.27846268,19.78582536,1.568888889,860
g,-0.242535625,-0.9701425,202.3857703,1.249045772,61.03277808,0.31130813,0.950309028,491.7810941,-2.22E-16,18.10521413,22.70029042,5.137777778,1000
g,-0.832050294,-0.554700196,200.9601951,1.209696016,43.0464865,0.511075393,0.859535888,530.3126718,3.926990817,14.62799118,9.093062608,8.45703125,937
g,-1,0,145.2308507,1.174945885,40.22437072,0.571792662,0.820398167,402.964462,-2.677945045,13.51774812,14.30540003,5.555555556,890
g,-0.554700196,-0.832050294,109.1650127,1.135829376,30.08321791,0.365652372,0.930751493,280.6520391,-1.892546881,16.84517187,16.4593213,1,968
g,-0.707106781,0.707106781,158.3729775,0.97403738,62.2655603,0.497867519,0.867253097,373.8899574,-3.141592654,27.84462879,31.37013349,1.4453125,1219
g,0.447213595,-0.894427191,208.85641,0.993417494,25.49509757,0.980580676,0.196116135,603.1250099,-0.055498505,17.11222473,14.77650195,7.395555556,1187
g,-0.707106781,-0.707106781,208.0192299,0.990793553,61.7170965,0.453683041,-0.891163116,576.1600418,2.111215827,30.91957158,29.61885838,2.262222222,1625
g,0,-1,213.0844903,0.955456785,40.44749683,0.988936353,-0.148340453,672.785056,0.785398163,22.97797931,22.73234625,4.65625,1593
h,0,1,145.3994498,1.19028995,139.8463442,0.386138088,0.922440988,301.7649289,-1.39E-17,7.220106126,11.24763392,4.551111111,563
h,0.242535625,0.9701425,114.5425685,1.138388551,113.6353818,0.42240365,0.906407831,201.3539532,0.321750554,8.308810321,9.28162035,2.86328125,531
h,0,1,147.6279106,1.189032089,145.7737974,0.377296887,0.92609236,283.8222307,3.141592654,9.500011273,19.74770015,2.640625,563
h,0,1,121.4619282,1.173471964,116.8674463,0.40216503,0.915567195,247.2778566,5.55E-17,9.634372459,14.56750252,2.564444444,609
h,0,1,94.81033699,1.111865664,93.02150289,0.451508508,0.892266814,213.1107132,4.44E-16,8.076740119,12.45829545,2.08,625
h,0,1,125.574679,1.271711915,125.574679,0.294645388,0.955606664,235.7227903,5.55E-17,6.677976427,12.395663,2.25,578
h,0,1,99.72462083,1.201462669,98.35141077,0.325363914,0.945588876,186.6280196,-6.283185307,7.728457034,7.120021495,2.0703125,656
h,0,1,109.2931837,1.000558352,100.20978,0.588764889,0.808304339,242.5133727,0.785398163,9.860387159,13.36621603,2.888888889,625
h,0,1,161.6168308,1.35883869,157.876534,0.190021907,0.981779851,298.0829056,-4.30E-16,6.788055565,11.48490756,4,594
h,0,1,138.5784976,1.217093181,138.5784976,0.346374083,0.938096474,230.7231125,5.55E-17,9.932166029,13.55259971,1.890625,609
h,0,1,126.1942946,1.231503712,121.1156472,0.313749717,0.949505722,239.4526755,0.463647609,13.42279525,28.82898483,2.06640625,641
h,0,1,77.07788269,1.171015229,77.07788269,0.389216711,0.921146216,132.4067196,-1.67E-16,9.467324733,13.94556982,1.44,703
h,0.707106781,-0.707106781,107.0420478,1.052808961,90.21086409,0.587512386,0.809215173,183.5952031,-2.819842099,11.73372281,16.943903,1.26953125,625
h,0.178885438,0.98386991,153.0751449,1.265573193,152.7776162,0.294545766,0.955637375,276.1288934,-0.244978663,7.338438363,11.30216792,6.777777778,563
h,0,1,131.1030129,1.195955611,129.8075499,0.362074471,0.932149171,232.6774018,0.321750554,8.673152167,13.50592605,1.777777778,625
h,0,1,121.6305883,1.191816666,121.6305883,0.369972724,0.929042617,249.5380653,0,7.385027405,11.23406438,2.777777778,578
h,-0.178885438,0.98386991,112.5388822,1.178739308,93.23089617,0.386138088,0.922440988,208.7390251,0.442374223,7.371328212,11.59987157,2.222222222,468
h,0.933345606,-0.358979079,275.8550344,1.055247319,109.5673309,0.894427191,0.447213595,730.1058251,0.68712421,18.62442502,11.41643645,4.022222222,1266
h,1,0,168.2408987,1.027318732,69.77105417,0.888620657,0.45864292,453.4386973,0.321750554,17.31942826,8.218893331,1.3515625,1141
h,0.9701425,-0.242535625,173.5108066,0.679241362,145.3994498,0.928476691,-0.371390676,478.0917144,1.212025657,24.95292712,17.29625983,2.45703125,1625
i,0,1,75.32595834,1.477732598,75.32595834,-0.092929452,0.995672696,75.86288094,0,1.621205817,0.436705061,1.30078125,203
i,0,1,58.13776741,1.501939837,58.13776741,0.068802092,0.997630328,58.30987887,0,0.738667315,0.15095742,0.66015625,297
i,0,1,63,1.570796327,63,0,1,63,0,0,0,0.5625,297
i,0,1,60.00833275,1.554131203,60.00833275,-0.016664352,0.99986114,60.08276253,0,0.330297355,0.054548171,0.284444444,297
i,0.707106781,0.707106781,56.00892786,1.552941082,56.00892786,0.017854296,0.999840599,57,-1.570796327,1.570796327,2.4674011,1.265625,250
i,0,1,92.19544457,1.505671163,92.19544457,-0.065079137,0.997880106,92.55971911,2.78E-17,0.721132001,0.12750322,1.302222222,219
i,0,1,58.21511831,1.484802036,58.21511831,-0.085888342,0.996304769,59.4279933,0,4.186001071,5.161223532,0.444444444,297
i,0,1,63.03173804,1.539060953,63.03173804,-0.031730047,0.999496475,63.19803903,0,0.39479112,0.077930014,0.89453125,282
i,0,1,102.9611577,1.375305527,102.9611577,-0.19424801,0.980952451,103.4204258,-0.463647609,1.61365413,0.411659366,0.911111111,250
i,0,1,69,1.570796327,69,0,1,69,0,0,0,1.137777778,234
i,0,1,75.16648189,1.504228163,75.16648189,-0.066519011,0.997785158,75.47095216,-2.78E-17,0.437337892,0.070898213,1.137777778,187
i,0,1,63.07138812,1.523213224,63.07138812,-0.047565149,0.998868138,63.21320344,0,0.567588218,0.080539096,0.56640625,188
i,-0.242535625,0.9701425,76.32168761,1.478950201,76.32168761,-0.091717049,0.995785109,77.07297165,0.785398163,2.686491845,1.064852638,0.555555556,297
i,0,1,64.13267498,1.382574821,64.13267498,0.187112108,0.982338566,64.60439169,0,1.771645119,0.473416582,1.177777778,188
i,-0.447213595,0.894427191,70.25667228,1.485291033,70.25667228,-0.085401141,0.996346649,71.24859129,0.785398163,1.180189283,0.411212409,0.6640625,188
i,0,1,60,1.570796327,60,0,1,60,0,0,0,0.765625,282
i,0.196116135,0.980580676,53.00943312,1.551930641,53.00943312,0.018864567,0.999822048,53.16227766,0,0.643501109,0.207046839,0.25,204
i,-0.707106781,-0.707106781,75.74298647,0.832093167,46.66904756,0.707106781,0.707106781,118.4788297,5.497787144,6.79779236,4.543520308,0.68,438
i,-0.554700196,0.832050294,125.8014308,1.1533791,72.69112738,0.137568371,0.990492273,194.5066803,3.816333596,4.988401395,2.655350924,2.08203125,328
i,-0.341743063,0.939793423,134.6291202,1.307801595,134.6291202,-0.259973473,0.965615759,135.8297642,2.78E-17,1.469217216,0.397780637,7.015625,172
j,0,1,110.063618,1.266285444,86.53900855,-0.381330923,0.924438601,144.1826765,-3.141592654,6.972699389,6.613193017,1.59765625,391
j,0,1,75.66372975,1.05984675,67.95586803,-0.544471008,0.838779662,96.95765461,-1.570796327,6.815689405,5.342542325,0.47265625,375
j,0,1,77.88452991,1.297787624,57.00877125,-0.368364368,0.9296815,105.9185372,-1.570796327,7.494274634,6.879399145,0.6640625,625
j,-0.196116135,0.980580676,107.9675877,1.298857905,87.92041856,-0.329843744,0.944035542,139.1328206,-1.107148718,8.772502449,6.521644888,1.578125,469
j,0,1,67.67569726,1.23970025,49.1934955,-0.447213595,0.894427191,97.25882847,-1.570796327,6.926686416,6.854354823,0.288888889,563
j,0.707106781,0.707106781,80.00624976,1.252998321,69.28924881,-0.346374083,0.938096474,106.6896135,-3.926990817,11.78097245,13.61526584,1,563
j,0,1,94.9210198,1.282366768,66.70832032,-0.404747112,0.914428661,132.0552682,-3.141592654,7.220327998,7.214443078,2.848888889,532
j,0,1,82.28000972,1.210603182,65.74191966,-0.44111885,0.897448695,110.3197997,-3.141592654,6.815689405,3.952307883,0.444444444,516
j,0,1,101.5332458,1.27084917,79.84985911,-0.375705109,0.926739268,133.2109015,-1.570796327,7.807478388,6.616237599,0.67578125,625
j,-0.141421356,0.989949494,109.7314905,1.246163936,89.1571646,-0.392565198,0.919724179,141.2109193,-1.570796327,8.204978425,7.514998896,3.28,563
j,-0.141421356,0.989949494,123.9395014,1.317990035,96.13532129,-0.322462125,0.946582367,160.0196158,-1.570796327,6.574522946,4.996220721,1.578125,547
